0,Labels
case study uh where we tried to optimize where our electrode was placed so we had some proof of concept that we would be able to elicit a sort of disease-specific symptom in the operating room assuming the patient could tolerate being awake not everybody needs to be awake for this procedure but at least for these first and human ,0
trials where um we're trying we're trying to establish where in the brain we need to be uh I think this type of approach is really critical and you know by the way none of this has been published uh but I think it's so important for people to know this so I I am willing to share some aspects of what ,0
we're trying to do um but uh but that's that's really the first goal of this trial is to identify where the nucleus accumbens we can detect these craving cells so we have to provoke food craving in the operating room that's the first thing how do you do that ah well um there are some uh somewhat validated ways to do that so ,0
for example we asked patients to provide pictures of food that they rate very highly as something that they would typically crave and you know depending on the patient it might be something that's very salty it could be very sweet like a donut um oh that's very good I love donuts right Donuts are great you should you ,0
should try the Cronut when you're here in New York City I just might I try not to eat that sort of thing for all the reasons just try to stop yourself after that one so if I were one of these patients given the fact that uh the binges come on pretty seldom once a day do you you I imagine you have them come to the the ,0
operating room fasted or semi-fasted they're faster okay they're fasted which probably they're probably surgical reasons for wanting that too they kind of have to be right and then you they've you've done the craniotomy removed a patch of skull yes you've lowered the wire into the nucleus accumbens and then they are viewing pictures of food that ,0
they crave and thinking of about it do they have olfactory cues smells of cronuts yeah I would love to do the olfactory because we haven't implemented that but that is a great uh thank you for and I'll give you full credit when we do review the grant but it sounds I'm so glad this work is funded because I mean this is what I I'll make this time ,0
it's not a joke when I refer to you all uh you neurosurgeons uh as the astronauts of the brain you know this is out on the extreme edge of what we don't know about how the brain functions and this is so far and away different than giving a mouse access to a high high fat food not that I'm not being disparaging in the ,0
mouse work but so the person says well I'm the patient in this case so I might say you know I'm hungry a donut sounds really good right now but craving to me is like I you know I'll cross the street cross town be late for my meeting eat three of these yes maybe even hide that from somebody that cares about me that doesn't want me doing this this ,0
relate with a lot of the research that I do and I remember I got married in my third year the year after my second year and my wife and I or my fiance at the time we started going to the gym together in the morning and my hours were a little better so I would actually be able to exercise before I operated that day and I operated almost every day ,0
as a third year resident so I remember I'd get to the gym really early in three months I lost like 20 pounds and I wasn't trying to lose weight I just was sleeping better and taking care of myself and I remember when we got married I I you know I fit into a tuxedo that I had in college or it would have fit me in college it actually was a new ,0
tuxedo admittedly but it was the same size as my tuxedo from college so I I think that um I've always related with the problems that our our patients have to a certain extent and you know I when I've been most vulnerable which is what I was working the hardest with the least amount of sleep I I related with it the most and ,0
yes exercise for me has always been my tool um more recently exercise some some you know strength training I think is important compared with cardio um I don't do enough of either um but I definitely do some and that helps meditation helps me a bit we I do that every night before I go to sleep ,0
um you know I I use an app for it it's probably not the best way to do meditation but if it keeps you doing it regularly that's the best way to do it Andrew I couldn't agree with you more you know it's one of those things where I look forward to it every night and you know sometimes my wife falls asleep and ,0
I come to bed a little later and I whisper I'm like are you okay if I turn the app on so you know she does the same to me because I think we both value it and I think that's that that's been very helpful I didn't have that tool probably what I needed it most but I have it now and it's very helpful I really appreciate you sharing those ,0
kind of thing hide it from myself yes these kinds of behaviors I'm projecting and I'm fortunate that um I I have cravings for things in life but uh Donuts are not among the more extreme of them so um so this is all happening in real time and you're listening to the cells the same way you would listen to it and ,0
search for Tremor cells exactly same exact tools and you're doing that by um recording from a small population of cells in the area yeah in fact we do get multi-unit activity which is multiple cells uh but we really try to find one a single unit to listen to one neuron yeah because it's just um much easier to understand what that one neuron is doing ,0
versus trying to listen to and we also measure local field potential recordings but those are analyzed which is more of a population response thousands of cells kind of a porous of cells exactly um that we measure offline um the device that we use to um sort of treat these patients or ,0
intervene uh that we're studying it can't do single unit recordings it's only doing these more population responses so we correlate what we see in the operating room at the single unit level to the population response but we do that all offline um I can explain that in a moment uh but yes so we we try to identify these ,0
craving cells and uh because this is a feasibility study um and we can't you know be in the operating I'm searching for hours and hours and hours we do have some sort of we have guidelines that we've set for ourselves that we've uh developed with the NIH or the FDA to make sure that what we're ,0
doing is feasible and safe as well um so we we will spend a limited time trying to identify these uh craving cells but another uh sort of um strategy that we think is really important is um the effect of the stimulation so a lot of patients and this gets to sort of your question earlier about what kind of ,0
what comes first um you know a lot of people when they when they binge or they lose control over food um or seek drugs that moment of vulnerability is preceded by what we call a a moment of sort of pre-meal negative effect which basically means right before they binge they're ,0
feeling down or they feel stressed or anxious and they compensate for that momentary symptom by binging or losing control over food not everybody needs criteria for a binge so I try to specify that we are we are looking at loss of control eating specifically just because the Criterion of a binge is not as critical ,0
for us um so um so what we want to be able to do is trigger stimulation when this craving is detected by the device uh but we trigger it only when the craving is there and we believe that if we can sort of temporarily Elevate their mood ever so ,0
briefly again this is about five to ten seconds of stimulation only that perhaps that elevation in mood could actually sort of disrupt the craving to binge cycle maybe that's a habit maybe it's not but if you crave and then you binge if we can interrupt that with this moment of ,0
feeling good that might be a really good therapy for a patient and in fact when we do deep brain stimulation for obsessive-compulsive disorder we can fairly reliably induce a positive affect the problem is that it's not sustained and the reason it's likely not sustained is because with obsessive-compulsive ,0
disorder we treat that condition with continuous stimulation and it's not surprising that over time the effect kind of goes away so when they're in the clinic and we turn the device on our patients feel great and we feel like we've solved the problem but they call us the next day and they're like you know my my depression ,0
came back or my OCD hasn't gotten better and my moods back to where it was can you can you get it back to where it was yesterday because that felt great the brain loves homeostatic regulation it does and it does not like to shift patterns regression to the norm right um and I think there's sort of a tolerance effect there ,0
um that uh is is limiting the effect of continuous stimulation and actually in a mouse if you do continuous stimulation um the the sort of blockade of binge eating goes away so actually in a mouse we've actually demonstrated um we published this not too long ago in pnas that if you deliver stimulation intermittently and only when sort of a ,0
craving signal is detected so to speak um that that X that effect will be the most robust and durable um but if you deliver it continuously actually the benefit goes away over time so I've always encouraged my colleagues to consider more of an episodic stimulation approach rather than ,0
continuous deep brain stimulation but of course that that's for these more episodic conditions whereas these more quote unquote State disorders uh as I oversimplified earlier they might need more of a continuous therapy so that's definitely subject for a lot of research in the future um so in any case um the goal in the ,0
operating room was to identify a craving cell um deliver stimulation safely but also to capture a moment of elevated mood we were able uh to do that as we we are in our OCD patients as well and also to get an interoperative CAT scan we have devices now in the operating room that allow us to get ,0
stimulant which I was quite happy to to stop because it did make me feel too alert couldn't sleep well Etc that the Superstition went away as well and I'm guessing this has something to do with some of the reward circuitry as it's called related to stimulants again I am not encouraging anyone to take ,1
I have a good friend who actually a famous neuroscientist I won't mention who it is who's worked very hard to suppress his his blinking tits and when he gets fatigued it comes back and and um he's very high functioning yes in his personal life and his professional life but but when you're talking to him and he starts doing this so you kind of ,1
stimulant you know I think I think your brain was very vulnerable to it you know you you sort of may have had a predisposition to it um you mentioned that you have you're a little obsessive and with the tick there maybe you have this kind of you know on the on the mild side of the spectrum OCD um and I I probably do as well by the ,1
understanding and a tailored treatment to the nucleus accumbens specifically we've learned in mice that if you expose a mouse now this is just a model if you expose a mouse to high fat food not food that they would normally eat food that is like 60 fat high fat it's like butter um we've learned that if you expose them to ,1
food like that within two weeks their nucleus accumbens is not functioning like a mouse that was never exposed to that high fat food there's aspects of it that are hyperactive I could say and there's aspects of it that are hypoactive or decreased activity but either way it's it's not functioning properly and most likely that function ,1
Imaging in real time they're fabulous tools that we didn't have 10 years ago so we can confirm accuracy um you know where the you can see where the electrode is exactly precisely exactly um you know with 0.5 millimeters of air so super precise uh or as precise as we think we need to be ,0
um and we use connectomics so there's a tool in brain Imaging called tractography where we can actually measure circuit connections it's it's an indirect assay but we believe it's powerful it has its uh assumptions but um like anything in in science but we could actually map out where the nucleus accumbens ,0
connects to the prefrontal cortex sort of the cortical control inhibitory control pathway and where that pathway intersects with the nucleus accumbens and we can Target that area um structurally so those three goals of the surgery we we aim to set up to accomplish and we believed if we achieved two of those three that we ,0
would have a successful result in our in our early trial amazing given that at least to me the non-clination that anorexia is the mirror image of binge eating disorder and at least from what I learned one of the more deadly psychiatric conditions yeah um but also quite common yes ,0
um is it possible that nucleus accumbens this so-called reward circuit is also involved in anorexia but somehow it is the resistance to eating the craving of the fasted state or something like that that's being reinforced and and I asked this for two reasons one because I'm ,0
genuinely curious about anorexia of observed anorexia in a number of people that I know and it's a striking thing to see somebody just resist food despite all better knowledge of the fact that they're getting quite ill maybe even at risk of death but the other reason is that ,0
if in fact nucleus accumbens is the site which can Harbor cells to promote craving and craving of fasted States so to speak then that I think might tell us something fundamental about how the brain works which is that structures don't control functions per se structures control dynamics of interactions sort of like a ,0
Orchestra conductor has a certain number of operations that they perform but really their main function is to coordinate the actions of a lot of things not to make sure that the violins always play in a certain way alongside the oboes you can tell I'm not a musician here I actually have an appreciation for the ,0
openings yes those usually get left out what's that the obos yeah they usually get ignored my partner plays the elbows oh yeah so yeah I think it's a great analogy by the way um you know I I make this statement it's a little controversial but I actually think people would understand where it's ,0
where I'm coming from um across all of these sort of sub-specialties of medicine uh but I actually think especially with obesity remember it's a phenotype that's reflective uh often but not always of a behavior um but if you consider patients that have obesity and they they exhibit some ,0
sort of compulsion towards food so they they overeat despite the risk of it I think those kinds of patients are more similar to anorexics than they are different um anorexia and obesity are both phenotypes that are at least in this specific case of obesity and in anorexia a result of a compulsion to either over ,0
or under eat despite the risk these types of compulsions are driven by societal pressures brain vulnerabilities that are probably more similar than they are different they just happen to manifest differently why they manifest differently is probably related to each predisposition or perhaps preference that's hard to ,0
know like you I have a personal connection to these Eating Disorders anorexia included and uh yeah I think it's um it's very scary and it's a condition that often instills fear in psychiatrists because I think you know not not everybody by the way I mean I have some ,0
phenomenal psychiatrists that I work with both at Stanford and at Penn they're also involved in my obesity study that take care of these patients I mean these are heroes but there's a lot of psychiatrists that are not in this domain that find anorexia scared for the reason you said it has the highest mortality of all psychiatric conditions ,0
that includes depression because not only can these patients die of suicide but they die of metabolic complications of being underweight um so it's a uh it is it is a scary condition I I relate with that I am trying over time to bridge what I'm doing in obesity and binging disorder to atorexia for two reasons one because I ,0
think these problems are more similar than they are different and two because of the need um and I think we're well positioned to sort of tackle anorexia um using similar approaches not identical but but similar approaches um the nucleus accumbens has been studied in patients with anorexia in China ,0
actually my postdoc my first postdoc who I had the honor to train uh when I was at Stanford as a neurosurgeon in China when before he came to me actually was involved in a trial of anorexia that had some benefits um and uh there's studies in Europe um and elsewhere that have examined preliminarily uh the effects of deep ,0
brain stimulation targeting the nucleus accumbens uh for anorexia colleagues of mine in Canada Andres lozado is a wonderful neurosurgeon scientist has been studying the effects of going after Area 25 which is directly connected to the nucleus accumbens by um you know it's a monosynaptic connection so in a lot of ways you know ,0
perhaps delivering stimulation there could could be very similar to delivering stimulation with nucleus accumbens it's all part of one critical inhibitory control circuit he's seen benefits as well um so I I definitely think there's some evidence that this is an area that we ,0
need to be studying um I think our more episodic approach with response to stimulation going after sort of a signal in the nucleus accumbens that seems to be related to the compulsion to withhold from eating I think is what we will be trying to accomplish uh in our study it's a right now just being conceived though uh ,0
yeah these studies they move so slowly because you have to get a grant that Grant gets reviewed by the NIH six months after you submit it often gets rejected because it's too Innovative and too high risk so then you have to edit it and decrease the risk so it takes by obesity so it took two years to get funded ,0
and I worry about that time frame because that's a lot of time for patients with anorexia to suffer that I might be able to help at least in a small sample of patients so um but that that is the nature of how these things go you also have to get FDA approval to do these kinds of things we try to do all of this in parallel it's ,0
an enormous undertaking and in a lot of ways we're starting from scratch but in some ways we have some preliminary data to go after this so my hope is in about a year we'll have a similar trial for anorexia at Penn so so more to come on that um and and we're not the only lab that's trying to go after because of the the ,0
clear need so what is the status of non-invasive brain stimulation ablation and blocking activity in the brain I get a lot of questions about transcranial magnetic stimulation yeah I've actually had that done as a research subject sure when I was at Berkeley Rich Ivory's lab put a coil on my head I was tapping my finger in concert to a uh a drum beat ,0
and then all of a sudden uh because of the stimulation it was impossible for me to keep time yes with the drum beat that's cool cool it's a pretty wild experience to not have motor control and uh than to have motor control returned at the flip of a switch when someone else is controlling the switch it makes it especially Eerie ,0
um so my understanding is that transcranial magnetic stimulation is being used to treat depression and a number of other brain syndromes non-invasively so no no drilling through the skull the surgeons don't like that surgeons love to cut and drill with purpose but they do um but uh my understanding is that the ,0
spatial Precision isn't that great um ultrasound is something I hear a lot about these days um and my understanding is that ultrasound can allow researchers and clinicians to stimulate specific brain areas perhaps with more Precision um maybe you could just give us a coverage of what those are being used ,0
for what are your thoughts on on um uh these forms of non-invasive meaning no no flipping open of a piece of the skull type brain stimulation and blockade of brain activity sure yeah I wanted to clarify also these these surgeries generally don't um by the way require a full craniotomy it's usually just a small opening about ,0
the size of a dime in the bone so just just to clarify but that's painless too right uh well usually without pain yeah there's a little bit of scalp numbing we give a scalp block and the patients are getting IV sedations so they in general don't feel anything and if they do they tell me and we give them more local anesthetic but that's they're usually ,0
asleep during that part so it's minimally invasive but you know in a lot of ways there's no such thing as a minimally invasive procedure in the brain you know it's a it's kind of so glad to hear you say that oh no I you know I'm I'm not one of those neurosurgeons that you've probably encountered and we have mutual friends ,0
that uh and you know these mutual friends are some of my favorite people in neurosurgery and they probably actually think more like me than than not but there are neurosurgeons that you're absolutely right and this is true for all surgeries they really in a lot of ways they think what they do is sort of the ground truth or is it ,0
closer to the ground truth and I I get that um uh you know probing with purpose I I actually really like that I'm going to use that if you don't mind um just it's just describing what you do so yeah but I I actually have I've always said this I've said it publicly I've said it to my boss I've said this ,0
to my team um we need to embrace non-invasive approaches um some of them are a little fluffy um fluffy in that we don't understand how they work we don't necessarily understand how deep brains too much works by the way so ,0
um but because we don't know exactly how they work they're not as precise as we would like them to be so we have work to do there and I actually think that work is doable and actually underway um you know at Stanford we have great collaborators that that I think are doing this people like Nolan Williams ,0
and Connor Liston at Cornell and others um so we uh I think that TMS transcranial magnetic stimulation it is FDA approved for depression by the way it's also FDA approved for OCD and for nicotine addiction where do they put the coil for those three or more or less yeah so they put it over was always on the scalp and uh over the frontal lobe ,0
and there's different parts of the frontal lobe that have been demonstrated to be a little better or a little bit worse um but what the FDA has approved for depression I believe is uh similar to what's been approved for uh OCD but for addiction I believe it is a different Target but we'd have to ask our our TMS ,0
experts on that can they direct the transcranial magnetic stimulation deep below the cortex they try uh and we're we're actually studying this in OCD patients now um I as a part of our invasive trial uh where we are trying to pull patients from a TMS trial that's in parallel to what we're doing ,0
um all funded by the foundation for OCD research where we believe we can use TMs to to define a circuit that if modulated improves OCD albeit temporarily and in those patients if it's temporary they would be appropriate for an invasive study so something we're actively working on I've always believed that ,0
neurosurgeons need to be part of the discussion with these non-invasive approaches we don't need to do them but I think we can help make them more precise and to probe non-invasively with purpose rather than this more kind of I don't know a non-invasive blast effect kind of you know ,0
I I just can't imagine how that is going to be as effective as probing with purpose but you can do that not invasively as well and I think we need to do better uh in that way I do believe that's possible and I think people are actively trying to do it um getting deep in the brain with TMS I think will always be hard but you can ,0
get there indirectly by using connectivity assays and targeting superficial structures that have High connectivity to deep structures so for example um perhaps one day there will be a TMS Target for anorexia and obesity if we are scratching the surface with invasive approaches to these problems ,0
we we're even doing less with the brain stimulation um so we have so much work to do there eating disorders and TMS have been so um sort of scarcely studied or or there have been so such little research done in that in that space and so it is an area that we need to to work on um for the obvious reason for example in ,0
a patient with anorexia just thinking practically you know placing a device in a patient who is significantly underweight might not be the best approach you know wound erosion and issues like that could come up so developing a non-invasive approach I think is critical the problem is where do we target ,0
and so the only way to answer that I think reliably is to accept that we have to get into the Brain before we're out of the brain and with these kinds of conditions we're only just starting to get into the brain you know so I I worry that we're a long way away from a non-invasive approach that really works consistently ,0
um sorry to interrupt um I want to make sure we touch on ultrasound because yes um but um his historically it seemed that there was a bit more permission for people to probe around in the human brain I I've um sometimes refer the podcast to some of these papers that were done uh allowing patients to self-stimulate in the brain ,0
these are work done in the in the 60s and now his name Escapes Me Robert um anyway there's a couple papers published in science allowing patients to stimulate a couple different brain areas asking which ones they preferred and I was always shocked and slightly intrigued by the fact that the the brain area that all three of these patients ,0
who I don't think had any syndromes I think they volunteered for these experiments I don't think you could do this anymore yes um regulatory yeah yeah I think uh was not the same as it is now things have changed um fortunately but they um all three of them seem to like some midline thalamic structure which for ,0
those listening it's just area kind of in the in the dead center of the brain um more or less that evoked a sense of kind of frustration and anger which surprised me because I would have thought oh it's Robert Heath his experiments rather than patients preferring to stimulate areas that evoke laughter or Joy or a feeling of ,0
drunkenness or Delight it also explains a lot of what I observe in social media this sort of um kind of people repeatedly engaging in battles um that are kind of trivial it seems like frustration and anger might have its own reward circuitry anyway I don't want to go too far down that rabbit hole but it ,0
um it's a deep one it's a deep one and and kind of gets to our nature yeah you know as humans and what we find interesting or rewarding but you know the ability the inability to probe around the brain in a safe way without the need for somebody to be very sick would be I think would be enormously powerful and at least in my mind if I ,0
were in charge which I'm not um would offer the opportunity to really come to an understanding about how the human brain works without all these issues of how to translate from Mouse studies and again there's huge value to animal studies as we both agree but um so many of the things that we want to know about the human brain involve ,0
asking the person hey do you what do you feel when that set of neurons is stimulated and what don't you feel uh and a mouse we can ask and ask but they're not going to tell us something they do tell us they're not going to tell us in English so um how do we overcome this challenge but first ,0
ultrasound or if you prefer after ultrasound what is ultrasound going to be really useful towards solving these clinical issues and these basic issues yeah so I think um let's start with ultrasound then we'll come back to it um so ultrasound right now ,0
transcranial magnetic magnetic resonance guided Focus ultrasound so um uh this this is an FDA approved method to deliver an ablation to the brain non-invasively there are researchers myself included ,0
that are trying to use transcranial magnetic guided magnetic resonance guided Focus ultrasound or MRI guided Focus ultrasound to use it in a modulatory way not just as an ablation but to drive neuronal activity or inhibit it perhaps we're still learning how to do that um there are trials that are trying to ,0
understand if you can use ultrasound to open the blood-brain barrier so you can deliver a medication to that specific area uh perhaps for a brain tumor or something like that so um it's a very exciting field um and it is FDA approved for Tremor right now and so I actually do it routinely ,0
um for patients with Tremor with Parkinson's or a central Tremor and so um I I love doing it it's uh often just kind of a miracle because there's no incision I don't have to place an electrode into the brain to achieve a similar result how early into the pathology of Parkinson's can someone ,0
think about approaching this so for instance if somebody has a parent or a sibling and they're developing some resting Tremor yeah obviously they should talk to a neurologist but a neurosurgeon but this non-invasive approach could be incredible for them as opposed to just take only taking drugs to increase dopamine levels yeah so um ,0
depending on the reason you have Tremor would dictate the kind of medication you would use it could be Parkinson's but if it's not it might be a central Trevor by the way essential tremors 10 times as common as Parkinson's really essential tremor is the most common neurologic condition in patients over the age of 70. we often aren't aware of that people ,0
with essential Trevor feel they have their forgotten disease because there's no Michael J fox for a central Tremor I sent a letter sorry is it essential tremor or or essential um I actually sent a letter to Bill Clinton I I've observed uh Tremor in him and I think he's actually disclosed that he ,0
has it and I hoped he'd become a champion for for patients with a central Tremor um Sandra Day O'Connor does as well she's also public about it but I I was not able to get them eager to become the champion for this condition but like Michael J fox these patients need a champion like that um but unfortunately it's a bit of a ,0
forgotten disease nevertheless because of the FDA approval of focus ultrasound for Tremor um another's trying to get some attention for sure and uh it's fabulously effective for these patients it treats patients on one side usually their dominant hand or their worst hand and it um it really speaks to the fact ,0
that wow you can deliver non-invasively an ablation to the brain in a hypothesized zone that we think is related to the problem at hand and at least with Tremor it works really well could this be effective for psychiatric disease obesity Eating Disorders uh well um perhaps uh actually that would be the ideal the problem is we don't know where ,0
to do the ablation um there is a trial that we would like to do for OCD where we would deliver an ablation to the same area of the brain that we've been delivering ablations to for years for patients with OCD and it helps a bit that's called a capsulotomy um but really the outcome is probably going to be about the same it's a nice ,0
method because it's non-invasive but we need to find a new Target for these for these conditions and because of the common denominator of the urge despite the risk sort of that compulsion um yeah perhaps it could be the same Target I don't know um but I would argue we need to do these modulatory experiments either with a ,0
device or with uh invasive recordings uh to better understand where these problems are coming from to Define where we should do an ultrasound treatment so um you're right historically without much regulation we've we've probed the brain um the problem we can't learn a lot from ,0
those experiments now uh well in this way at least we don't know exactly where those electrodes were we didn't have MRI scanning or high quality cat scanning to to know where those electrodes were with certainty where and we know two or three millimeters matters and we also didn't have the tools to place electrodes in a ,0
precise way back then so unfortunately we can't learn a lot from those experiments right now so we're sort of redesigning them and there is a way to do it now um patients with epilepsy benefit from this all the time there has been a revolution in America it was in Europe before it was in America where we would ,0
do stereo encephalography which is basically like doing an EEG of patients with epilepsy but with invasive electrodes and we would Place tiny little wires less than a millimeter in diameter all throughout the brain into parts of the brain that we believe are involved in seizures and we would admit the patients to the hospital and figure ,0
out where the seizures were starting and propagating and then um you know we could stimulate these electrodes to see if there was a symptom that was important and I try to identify a region that we thought we could either remove surgically ablate with a laser or put a stimulator in it perhaps that's commonplace now for epilepsy ,0
um and it works extremely well and it's very safe of course it's still a brain procedure but the uh the complication rate is surprisingly low quite honestly for the amount of electors that we place um and it's extremely well tolerated most these patients leave the hospital and they don't even feel like they've ,0
had surgery so uh there's actually a lot of interest in using that procedure to study mental health disorders we are trying to do it for patients with obsessive compulsive disorder we're awaiting an FDA decision on that uh but actually I credit uh our colleagues at Baylor and at UCSF for for studying this ,0
uh already we have fabulous colleagues at UCSF that have studied depression using this type of approach a mutual friend of ours uh you know Eddie Chang who's a wonderful friend and colleague somebody I've emulated for many years as well uh and and the the Psychiatry team at UCSF have worked together on this sort of ,0
bringing together the epilepsy technique and the Psychiatry expertise to study how we could better Target electrodes in depression and I'll tell you if they have a consistent Target perhaps there becomes an ultrasound Target um but right now the approach is a bit more reversible because you can always ,0
shut that electrode off or even remove the electrode if perhaps it's not in the optimal location to treat the depression uh but actually after a large volume of cases perhaps they could pool that data to develop a a new ultrasound Target for depression I think that would be fabulous and probably is their long-term goal ,0
um not to speak for them but that would be something that I I'm sure is on their radar and a Baylor is trying to do the same thing for depression their approaches are a little bit different but a similar tool to try to understand uh depression and you know we're working with all these types of uh colleagues some of these are our friends to try to ,0
to bring this to OCD as well and you know it makes sense to try to do this for addiction and obesity and anorexia you might ask well why aren't you doing this for obesity right now in uh in our in our study and the reason is that um we've developed a target for obesity uh and binge eating disorder uh developed out of mice that we believe ,0
um is relevant for the human State because you can model this problem in a mouse a bit better than you can model depression or OCD so we feel like we can rely on the pre-clinical studies more whereas with these perhaps more I don't want to say more complicated but more human mental health conditions that are hard to model in a mouse you really have ,0
to study it in the human and you can perhaps start in an epileptic patient a patient that has electrodes and try to provoke a depressed state or study epileptics like Dr Chang has done that have comorbid depression for example and that can really validate this approach as well but in the end it's it's getting into the human brain that we need to do ,0
in the disease specifically that will eventually lead to a non invasive approach either a lesion or modulatory approach modulatory would be like TMS or lesion approach would be with ultrasound couldn't agree more meanwhile because there are many many millions of people suffering from depression Eating Disorders Parkinson's ,0
and essential tremor Etc well first of all I should say based on everything you've told me thus far it's amazing to me that any pharmacologic treatments work because of how systemic they are and impacting serotonin serotonergic neurons over here in dopaminergic neurons over there and not ,0
targeting any specific batch of cells it makes perfect sense as to why all the side effects exist but earlier you said something that really grabbed my attention I want to come back to which is that if people can be made to feel or make themselves feel just a little bit better a little less anxious just prior to a ,0
craving episode or a binge episode maybe even if people can become better at detecting their own internal States and when they're kind of veering toward a binge or veering toward using a drug or maybe even veering towards suicidal thinking I based on what you said earlier that ,0
those kind of um pre-behavioral States the kind of drift on the on the steering um those sound like powerful levels of awareness at least for now until we have specific sites in the brain that we can Target non-invasive methods that could be deployed to ,0
millions and millions of people seems like that awareness seems like maybe among the best tools that people could develop yes 100 agree with you you know so for the person with OCD or uh who suffers from anorexia or binge eating disorder and to their clinicians you know I I just want to highlight that you said that I mean I'm not again I'm not a ,0
clinician I always say this I don't prescribe anything I profess things um and uh but awareness of one's thinking seems immensely powerful in this context yeah um and after all it is the clinical probe that you use because the if let's say the patient were to lie to you about their experience of ,0
what happens in their mind when you stimulate you could basically the whole thing the whole surgery the whole procedure could go badly wrong so it's it's up to the patient to be of course honest with you in their their incentivized to do that but to be honest with themselves about ah you know I've gone all day without a binge but you ,0
know the the smell of a donut or the thought of a donut is starting to have a particular Allure that awareness seems like an incredibly powerful thing to own and to and to build and cultivate yes I've always thought that if we could improve awareness we can improve outcomes I think that's probably true for many of these patients the problem I ,0
think comes down to the fact that some of these patients are so resistant to treatment and the patients that we see as a surgeon for example are the patients that they've tried cognitive behavioral therapy certainly have tried medications they've tried Behavioral Management they are aware of their problem and they've ,0
shown that to us they can tell us when they're craving but despite the craving and despite being involved in this invasive brain surgical trial highly you know first in human novel study which I think will have a positive effect but it's still experimental uh they still can't stop themselves so there ,0
sort of as made aware as could possibly be did I use grammar there correctly I think so um they're as aware as they could possibly be and they still lose control we've had this studied in the lab so we will bring patients to the laboratory with this implanted device to to try to provoke this electrographic ,0
electrical signal that can be detected by the actual device that will stimulate them when they're at home but before we actually initiate stimulation we want us to see can this device detect this craving cell signal which is going to be different than what we saw in the operating room because that's a single cell but these devices ,0
these electrodes are about a millimeter in diameter instead of like a tenth of a millimeter which is what we use in the operating room um so they're they're only hearing or or detecting I should say thousands of cells responses and we actually have a way to provoke binges it's called a mood provocation ,0
it's very well well very well validated it's a little bit like provoking seizures in the epilepsy monitoring unit but here in these sort of uh psychiatric monitoring unit or the the food monitoring unit uh we we actually have a psychiatrist and eating disorder Specialists come and induce a mood that is related to ,0
each patient's sort of self-described binge episode so the psychiatrist comes in and provokes yes a feeling that can evoke the negative behavior that's exactly right so that we can video and synchronize the video to the brain signal recordings um the patients all wear an eye tracker so we can see what they're eating at all ,0
times and what they're looking at specifically and that allows us to have the best temporal resolution possible to understand what is happening right before the bite and even under video surveillance through a one day one-way mirror in a laboratory setting when patients are very well aware that their there to be ,0
studied if they're going to binge they still do and we believe they do because they just can't control it as aware as they are of it and it's probably because they're the most severe so I think if we can improve awareness not just the societal awareness that I was talking about earlier but the ,0
patient awareness around their problem I think that could be a powerful way to help so many of these patients and that's sort of the role of cognitive behavioral therapy um the problem with cognitive behavioral therapy or should say the limitation of it I actually don't have any problem with it I think it's a wonderful ,0
treatment um is that if you stop it many of these patients go back to their old behaviors I don't say old habits but it might be a habit but the old behaviors and so um that's the problem is it's not necessarily lasting in the absence of ,0
continued cognitive behavioral therapy some people can benefit from it long term but some can't uh but I think in in in the less severe patients improving awareness key but in these really refractory patients this is this is kind of like this is the disease despite the awareness they can't control themselves and that's what we're trying ,0
to restore is that improved ability to control their behavior do you think there's a role for machines and artificial intelligence here uh there are a couple Laboratories up at the University of Washington that are using particular signature patterns of within voice to try and help ,0
suicidal people who are suicidally depressed know when they're headed towards an episode before they even can consciously know so this gets right down issues of Free Will and whether or not machines can be smarter than we are but you know one could argue that some of the search algorithms on Google and other search ,0
engines are actually more aware of our preferences than we are um basically what these are these are devices that are listening to people talk all day they're also paying attention to patterns of breathing and how well people slept Etc integrating a huge number of cues and then signaling ,0
somebody with a you know a yellow light like you know you're headed into a depressive episode the person might say I feel fine or I feel pretty good this is kind of Baseline state for me and they say ah this is where you were preceding the last episode that took you down a deep dark trench and it took months to get out of ,0
um I wonder whether or not some of these devices could help with the sorts of things that we're talking about today yeah I think so um I've always said we have to get in the Brain before we get out of it and if we get in the brain and understand what these signals look like we'll know what those non-invasive signals are I think ,0
it's possible that we are scientifically sophisticated enough to use machine learning um and sort of this kind of botan technique to anticipate when somebody is going to be highly impulsive you know suicide it's the most dangerous impulse it's something that is immensely a focus of the lab is ,0
